casa_artesania_id,casa_artesania_nombre,casa_artesania_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,casa_artesania_calle_numero,casa_artesania_colonia,casa_artesania_cp,casa_artesania_telfono1,casa_artesania_pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
48,"Artesanías de Tula","Asociación de Artesanos, A.C.",28,"Tamaulipas",39,"Tula",1,"Ciudad Tula","Hidalgo s/n esq. Zaragoza","Centro","87900","","","ruben_ram65@hotmail.com",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=48","2017-03-29 08:03:21-06"
51,"Fideicomiso Fondo de la Casa de las Artesanías de Tlaxcala","Gobierno del Estado de Tlaxcala",29,"Tlaxcala",33,"Tlaxcala",1,"Tlaxcala de Xicohténcatl","Av. Emilio Sánchez Piedras 1","Centro","90000","","","artesanias_tlax@hotmail.com",-98.24162,19.31948,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=51","2015-03-03 09:36:24-06"
129,"Manos Veracruzanas Sucursal Boca del Río","DIF Estatal/Coordinación de Fomento a las Artesanías",30,"Veracruz de Ignacio de la Llave",28,"Boca del Río",1,"Boca del Río","Bv. Adolfo Ruiz Cortines 3497","Ylang Ylang","94298","","","lherreraz@veracruz.gob.mx",-96.10592,19.13762,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=129","2020-02-11 05:55:12-06"
52,"Manos Veracruzanas Sucursal Xalapa","DIF Estatal/Coordinación de Fomento a las Artesanías",30,"Veracruz de Ignacio de la Llave",87,"Xalapa",1,"Xalapa-Enríquez","Venustiano Carranza 316","Felipe Carrillo Puerto","91080","","","lherreraz@veracruz.gob.mx",-96.92109,19.51891,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=52","2020-02-11 05:39:18-06"
9,"Casa de las Artesanías de Yucatán","Gobierno del Estado de Yucatán",31,"Yucatán",50,"Mérida",1,"Mérida","calle 63 núm. 503-A entre 64 y 66","Centro","97000","","","artes@prodigy.net.mx",-89.62679,20.96707,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=9","2016-04-22 13:18:55-05"
131,"Artesanías Maquila Familiar","DIF",32,"Zacatecas",56,"Zacatecas",1,"Zacatecas","Juan de Tolsa 928","Centro","98000","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=131","2009-04-24 10:52:46-05"
133,"Tienda de la Mujer y Artesanía<br>Sucursal Bufa Teleférico","DIF",32,"Zacatecas",56,"Zacatecas",1,"Zacatecas","Domicilio conocido<br>Centro Turístico Bufa Teleférico","","98000","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=133","2009-04-24 12:33:16-05"
8,"Tienda de la Mujer y Artesanía<br>Casa Matriz","DIF",32,"Zacatecas",56,"Zacatecas",1,"Zacatecas","Centro Comercial González Ortega<br>Tacuba T-4 local 4","Centro","98000","","","",-102.57274,22.77523,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=8","2010-05-21 13:25:27-05"
132,"Tienda de la Mujer y Artesanía<br>Sucursal Mesón de Jovito","DIF",32,"Zacatecas",56,"Zacatecas",1,"Zacatecas","Int. Hotel Mesón de Jovito<br>Jardín Juárez 143","Centro Histórico","98000","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=132","2009-04-24 12:29:05-05"
217,"Casa de las Artesanías de Zacatecas","Secretaría de Economía/Subsecretaría de Desarrollo Artesanal",32,"Zacatecas",56,"Zacatecas",1,"Zacatecas","Av. Hidalgo No. 503","Centro Histórico","98000","","","casadelasartesaniasdezacatecas@gmail.com",-0.00137,0.00575,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=217","2019-08-20 06:07:35-05"
134,"Tienda de la Mujer y Artesanía, Sucursal Cerro de la Bufa","DIF",32,"Zacatecas",56,"Zacatecas",1,"Zacatecas","Domicilio conocido, Explanada Cerro de la Bufa","","98000","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=134","2021-07-22 07:08:56-05"
